"Age","Preferred.Tour.Duration","Accessibility","Site.Name","Tour.Duration","Tourist.Rating","System.Response.Time","Recommendation.Accuracy","VR.Experience.Quality","Satisfaction"
66,6,"True","Machu Picchu",1,4.2,4.22,92,4.5,4
69,5,"True","Taj Mahal",3,1.8,3.01,95,4.1,3
34,4,"True","Eiffel Tower",5,3.7,3.51,92,4.1,4
23,3,"False","Eiffel Tower",7,4.3,4.51,98,4.6,4
66,3,"False","Machu Picchu",6,3.3,4.05,92,4.5,3
22,6,"False","Great Wall of China",6,2.3,1.56,88,4.2,3
41,4,"True","Great Wall of China",2,1.7,1.96,88,4.6,3
31,6,"True","Great Wall of China",2,4.5,4.14,99,4.3,5
64,4,"False","Machu Picchu",2,1.6,2.77,89,4.2,3
36,3,"True","Taj Mahal",1,3.9,3.28,93,4.5,4
56,5,"True","Great Wall of China",5,4.7,3.07,87,4.5,5
58,4,"False","Taj Mahal",1,3,3.74,87,4.5,3
64,8,"False","Taj Mahal",6,3.1,2.27,100,4.2,3
66,7,"False","Great Wall of China",3,2.6,4.61,97,4.6,3
58,8,"False","Taj Mahal",4,4.5,2.06,98,4.1,5
55,3,"True","Eiffel Tower",2,2.1,2.03,95,5,3
39,3,"False","Taj Mahal",6,3.4,2.94,98,4.2,3
26,6,"True","Colosseum",5,2.4,2,96,4.5,3
67,4,"True","Eiffel Tower",3,3.1,3.49,97,4.3,3
22,5,"False","Eiffel Tower",3,4.6,2.34,96,4.4,5
42,4,"False","Eiffel Tower",1,4.4,4.46,87,4.7,4
68,3,"True","Colosseum",3,2.7,4.55,97,4.6,3
18,6,"True","Colosseum",9,2.6,4.66,95,4.4,3
22,5,"False","Great Wall of China",6,4.9,3.85,92,4.5,5
22,8,"True","Colosseum",3,2.8,3.58,96,4.5,3
67,7,"True","Eiffel Tower",8,3.1,3.58,91,4.4,3
52,8,"False","Colosseum",1,4,2.59,92,4.8,4
61,7,"True","Colosseum",2,4.4,4.7,87,4.3,4
21,6,"False","Machu Picchu",3,3.6,3.49,89,4.4,4
68,4,"True","Machu Picchu",5,3.9,2.47,97,4.2,4
50,4,"True","Colosseum",5,2,3.03,88,4.2,3
64,5,"False","Great Wall of China",3,3.1,2.9,100,4.2,3
37,8,"True","Eiffel Tower",4,4.3,2.93,99,4.9,4
30,4,"True","Colosseum",2,2.2,2.66,94,4.3,3
60,3,"False","Machu Picchu",3,4.1,1.86,100,4.9,4
64,8,"True","Colosseum",1,2.6,3.85,85,4.7,3
31,7,"True","Eiffel Tower",4,5,3.07,95,4.4,5
58,4,"False","Colosseum",5,4.5,1.55,91,5,5
42,5,"True","Great Wall of China",5,3.6,3.78,91,4.7,4
19,4,"False","Machu Picchu",2,4.5,1.76,86,4.5,5
47,8,"True","Eiffel Tower",3,4.6,2.37,99,4.9,5
45,7,"False","Taj Mahal",4,3.4,2.33,92,4.3,3
53,5,"True","Colosseum",6,4.3,4.68,96,4.1,4
67,3,"True","Colosseum",3,3.3,3.11,97,4.3,3
46,6,"True","Colosseum",6,2.2,4.59,88,4.5,3
19,4,"True","Great Wall of China",3,4.8,2.71,95,4.1,5
69,5,"True","Machu Picchu",5,1.3,4.72,92,4.3,3
19,3,"False","Machu Picchu",6,1.5,4.13,96,4.5,3
34,6,"False","Colosseum",2,1.8,1.99,88,4.3,3
63,5,"False","Eiffel Tower",4,2.9,2.22,91,4.7,3
56,5,"False","Colosseum",3,2.6,4.28,92,4.1,3
37,8,"False","Colosseum",3,2,4.72,93,4.6,3
26,7,"False","Eiffel Tower",6,1.7,4.51,91,4.2,3
51,7,"False","Eiffel Tower",3,2.1,3.2,85,4.8,3
59,8,"False","Colosseum",4,1.2,3.21,91,4.7,3
32,6,"True","Great Wall of China",8,1.2,4.18,91,4.8,3
59,7,"False","Colosseum",7,3.8,3.98,87,4.7,4
50,8,"True","Great Wall of China",7,1.1,3.08,89,4.2,3
41,7,"False","Taj Mahal",4,3.9,2.4,100,4.8,4
70,7,"True","Machu Picchu",2,1.4,4.1,94,4.5,3
49,4,"True","Machu Picchu",4,4.6,2.34,88,4.7,5
21,6,"False","Great Wall of China",7,3.9,4.25,92,4,4
37,6,"True","Colosseum",4,4.1,2.65,96,4.4,4
55,7,"True","Machu Picchu",2,1.6,4.48,92,4.3,3
41,5,"True","Colosseum",4,1.8,4.98,91,4.7,3
38,4,"True","Taj Mahal",2,3.2,3.96,92,4.6,3
32,4,"True","Taj Mahal",3,1.5,3.55,86,4.4,3
25,4,"False","Machu Picchu",1,3.9,4.44,93,4.2,4
33,3,"False","Machu Picchu",2,2.4,2.65,92,4.1,3
37,7,"False","Colosseum",7,1.7,2.34,100,4.7,3
27,3,"False","Eiffel Tower",2,4.2,4.26,98,4.6,4
36,4,"False","Great Wall of China",4,3.3,2.87,100,4.9,3
24,5,"False","Colosseum",8,3.8,2.08,98,4.9,4
46,6,"False","Eiffel Tower",2,3.7,1.92,93,4.2,4
44,5,"True","Taj Mahal",9,3.7,4.34,98,4.4,4
48,7,"False","Machu Picchu",6,4.9,3.21,87,4.3,5
54,6,"False","Taj Mahal",1,3.5,2.32,86,4.5,4
46,7,"False","Machu Picchu",1,3,2.49,92,4.7,3
55,3,"True","Machu Picchu",5,4.5,4.77,91,4.8,5
58,3,"False","Colosseum",1,3.4,4.53,90,4.6,3
27,6,"True","Colosseum",6,2.7,3.33,90,4.2,3
59,3,"True","Eiffel Tower",2,1.8,2.72,85,4.1,3
38,6,"True","Taj Mahal",3,2.1,2.45,94,4.5,3
54,7,"False","Great Wall of China",5,4.4,2.95,85,4.5,4
42,6,"False","Taj Mahal",5,1.2,4.42,90,4.5,3
43,5,"True","Taj Mahal",1,3.3,2.59,90,4.5,3
53,8,"True","Taj Mahal",2,3.7,2.1,100,4.5,4
35,8,"False","Colosseum",6,3,4.84,92,4.1,3
49,4,"True","Great Wall of China",3,1.5,4.74,96,4.9,3
61,3,"False","Taj Mahal",3,4.3,3.19,90,4.6,4
21,7,"False","Taj Mahal",2,3.5,1.8,99,4.7,4
68,6,"True","Colosseum",5,3.2,3.55,93,4.2,3
40,4,"True","Eiffel Tower",2,2.1,1.93,88,4.5,3
56,3,"True","Great Wall of China",6,1.8,4.81,99,4.1,3
49,7,"True","Machu Picchu",4,4.9,2.85,95,4.4,5
58,5,"True","Eiffel Tower",3,4.9,4.93,87,4.2,5
49,8,"False","Machu Picchu",1,4,2.14,90,4,4
38,3,"False","Machu Picchu",2,1.4,3.97,98,4.4,3
44,3,"False","Machu Picchu",4,4.4,2.5,94,4.8,4
20,8,"True","Great Wall of China",2,2.1,3.01,95,4.8,3
46,7,"True","Machu Picchu",3,4.2,2.55,95,4.7,4
43,3,"False","Machu Picchu",3,3.8,1.69,95,4.4,4
25,7,"True","Machu Picchu",3,3.3,4.69,98,4.4,3
38,3,"False","Machu Picchu",4,1.3,4.04,94,4.5,3
65,6,"True","Eiffel Tower",5,2.1,3.64,85,4.8,3
47,3,"False","Great Wall of China",6,3.1,3.54,90,4.1,3
35,7,"True","Taj Mahal",2,4.8,2.34,100,4,5
69,7,"True","Taj Mahal",7,3.3,4.87,91,4.9,3
61,5,"True","Eiffel Tower",5,4,2.73,100,4.6,4
61,8,"False","Machu Picchu",4,1.3,3.1,95,4.3,3
18,4,"True","Taj Mahal",5,2.2,2.23,97,4.7,3
38,7,"True","Eiffel Tower",2,4,3.42,99,4.6,4
28,8,"False","Taj Mahal",5,2.5,3.91,97,4.3,3
28,7,"True","Great Wall of China",2,3.3,4.86,92,5,3
61,3,"True","Machu Picchu",7,3.5,3.35,91,4.6,4
49,5,"True","Machu Picchu",1,2.1,3.83,99,4.3,3
28,5,"True","Colosseum",1,2.8,3.85,94,4.2,3
32,6,"False","Machu Picchu",7,4.6,4.29,98,4.5,5
59,4,"True","Eiffel Tower",3,2.7,3.44,100,4.5,3
47,5,"False","Eiffel Tower",2,3.9,3.9,94,4.7,4
68,3,"False","Eiffel Tower",8,1.1,2.14,86,4.6,3
34,6,"False","Great Wall of China",6,2.2,3.24,94,4.9,3
32,5,"True","Taj Mahal",5,2,2.29,92,4.4,3
19,8,"True","Eiffel Tower",5,2.2,1.76,97,4.5,3
66,3,"True","Machu Picchu",3,1.6,2.55,89,4.7,3
63,5,"True","Great Wall of China",6,2.8,2.47,99,4.7,3
43,4,"False","Eiffel Tower",3,3,4.43,97,4.7,3
20,6,"False","Machu Picchu",6,2.9,4.38,90,4.7,3
29,4,"True","Colosseum",6,1.3,3.25,97,4.8,3
65,5,"False","Great Wall of China",3,1.7,2.68,99,4.4,3
20,3,"False","Machu Picchu",3,2,1.73,90,4.8,3
44,4,"True","Great Wall of China",5,4.5,4.35,99,4.8,5
52,8,"True","Eiffel Tower",3,1.7,4.9,86,4.2,3
43,8,"False","Machu Picchu",2,2,3.41,100,4,3
67,4,"False","Machu Picchu",3,1.9,4.87,88,4.4,3
36,7,"True","Great Wall of China",1,4,4.58,86,4,4
56,8,"False","Great Wall of China",5,4.7,4.65,92,4.3,5
26,5,"True","Taj Mahal",2,5,1.99,88,4.7,5
22,8,"True","Great Wall of China",3,3.4,2.74,91,4.4,3
60,4,"False","Great Wall of China",5,4.5,2.95,90,4.1,5
53,4,"True","Machu Picchu",6,4.8,4.95,91,4.4,5
61,8,"True","Great Wall of China",4,2.3,4.4,100,4.9,3
35,5,"True","Machu Picchu",3,3.2,3.95,93,4.1,3
33,8,"False","Machu Picchu",2,2.9,1.6,96,4.5,3
23,6,"False","Colosseum",1,3.8,2.83,87,4.4,4
25,7,"True","Taj Mahal",3,1,3.81,90,4.1,3
54,8,"False","Great Wall of China",2,4.6,4.07,90,4.3,5
46,8,"False","Machu Picchu",3,1.5,2.99,89,4.2,3
46,4,"True","Colosseum",5,4.4,3.03,100,4.5,4
66,5,"True","Machu Picchu",5,1.1,4.01,98,4.1,3
63,6,"False","Machu Picchu",7,1.4,4.24,90,4.8,3
54,4,"False","Great Wall of China",3,3.4,1.97,86,4.4,3
19,6,"False","Machu Picchu",5,4.6,4.43,86,4.9,5
27,6,"False","Colosseum",2,3.2,1.68,98,4.6,3
30,3,"False","Eiffel Tower",2,4.8,4.19,98,4.2,5
68,8,"True","Machu Picchu",4,2.1,4.36,86,4.3,3
29,7,"True","Taj Mahal",4,1.8,2.55,98,4.8,3
18,3,"True","Machu Picchu",3,4.9,4.66,97,4.7,5
43,4,"False","Great Wall of China",2,3.4,4.57,88,4.8,3
54,3,"False","Great Wall of China",3,4.5,4.28,90,4.8,5
37,5,"False","Taj Mahal",4,2,4.47,99,4.7,3
48,6,"True","Colosseum",5,2,2.93,95,4.6,3
24,4,"True","Great Wall of China",3,3.4,2.33,90,4.5,3
19,6,"False","Great Wall of China",7,4.3,2.31,94,4.7,4
20,6,"True","Great Wall of China",2,2.2,3.13,89,5,3
68,4,"False","Machu Picchu",7,2.1,1.89,87,4.9,3
30,8,"True","Machu Picchu",2,1.5,2.36,97,4.7,3
18,4,"True","Machu Picchu",8,4.5,2.48,92,4.9,5
50,8,"True","Machu Picchu",1,1.8,4.23,87,4.2,3
35,5,"False","Machu Picchu",1,3.4,3.92,100,4.2,3
42,6,"False","Eiffel Tower",4,3.2,2.87,97,4.7,3
39,7,"False","Colosseum",5,4.2,2.71,93,4.5,4
34,7,"False","Taj Mahal",1,1.6,4.63,96,4.9,3
51,5,"True","Eiffel Tower",6,1.9,4.77,100,4.1,3
52,6,"False","Machu Picchu",5,1.6,3.73,88,4.7,3
69,5,"False","Great Wall of China",4,1.6,2.79,99,4,3
27,8,"True","Taj Mahal",5,4.9,1.51,92,4.5,5
60,8,"False","Eiffel Tower",3,3.5,3.15,89,4.3,4
28,7,"False","Colosseum",7,1.5,2.91,99,4.5,3
56,4,"True","Taj Mahal",1,4.7,2.55,95,4.5,5
58,4,"True","Great Wall of China",3,4.8,3.66,95,4.5,5
53,7,"False","Eiffel Tower",3,3.7,4.29,89,4.4,4
64,8,"True","Eiffel Tower",7,4.7,3.57,85,4.6,5
38,3,"True","Colosseum",6,1,4.35,90,4.4,3
67,6,"True","Machu Picchu",3,2.7,4.86,92,4.6,3
46,7,"False","Eiffel Tower",1,3,1.52,85,4.4,3
30,5,"True","Great Wall of China",2,3.4,2.56,94,4.5,3
63,8,"False","Colosseum",6,2,3.6,92,4.9,3
52,7,"True","Taj Mahal",2,3.5,3.95,88,4.6,4
38,6,"False","Taj Mahal",1,3,1.94,92,4.7,3
34,6,"False","Eiffel Tower",1,4.1,4.9,96,4.2,4
67,4,"False","Taj Mahal",3,2.1,3.28,88,4.1,3
24,4,"False","Machu Picchu",6,1.9,4.34,99,4.6,3
27,8,"False","Eiffel Tower",1,2.3,2.9,97,4.5,3
27,8,"False","Eiffel Tower",6,4.5,4.36,96,4.4,5
34,4,"False","Taj Mahal",5,2.8,4.66,91,4.8,3
28,5,"False","Colosseum",2,1.2,4.79,95,4.4,3
43,3,"False","Machu Picchu",8,1.4,2.44,93,4.3,3
24,3,"False","Eiffel Tower",7,4.1,2.92,89,4.8,4
20,6,"False","Great Wall of China",3,4.5,3.98,85,4.2,5
61,8,"False","Colosseum",4,3.9,4.18,89,4.2,4
37,5,"False","Great Wall of China",7,1.3,3.16,89,4.1,3
24,5,"True","Colosseum",1,2.5,3.76,94,4.1,3
65,7,"False","Machu Picchu",2,2,2.71,99,4.1,3
57,6,"True","Machu Picchu",2,2.9,2.62,94,4.8,3
25,3,"True","Taj Mahal",9,1.3,2.72,91,4.8,3
36,6,"False","Eiffel Tower",1,2.6,1.97,89,4.8,3
27,4,"False","Eiffel Tower",2,2.8,3.58,96,4.2,3
52,3,"True","Taj Mahal",3,2.6,2.52,100,4.9,3
32,3,"True","Machu Picchu",5,2,2.75,95,4.7,3
66,6,"False","Taj Mahal",1,2.4,4.99,95,4.4,3
66,3,"False","Taj Mahal",1,2,4.36,85,4,3
52,5,"False","Great Wall of China",8,1.7,4.29,86,4.3,3
64,3,"True","Eiffel Tower",6,2.3,3.77,99,4.6,3
24,5,"True","Great Wall of China",4,2.2,2.42,89,4.6,3
47,5,"False","Eiffel Tower",4,2.3,3.38,95,4.7,3
45,5,"True","Eiffel Tower",1,3,2.62,98,4.2,3
57,5,"False","Taj Mahal",3,4.9,4.37,90,4.9,5
30,5,"False","Great Wall of China",2,2,2.51,85,4.9,3
59,6,"True","Colosseum",4,2.9,3.28,99,4.1,3
37,4,"False","Taj Mahal",3,3.1,1.81,97,4.6,3
45,5,"False","Eiffel Tower",4,3,3.04,99,4,3
60,4,"False","Colosseum",3,4.4,3.18,94,4.5,4
34,3,"True","Taj Mahal",3,2.9,1.67,97,4.7,3
21,7,"True","Taj Mahal",3,4.8,3.39,97,4.1,5
47,8,"True","Colosseum",6,2.9,2.57,91,4.4,3
32,6,"True","Machu Picchu",1,3.1,2.19,97,4.6,3
62,7,"False","Taj Mahal",3,1,2.9,95,4.6,3
30,8,"False","Colosseum",3,1,1.81,89,4,3
21,6,"False","Eiffel Tower",1,4,3.14,94,4.8,4
21,3,"True","Machu Picchu",5,1.1,2.47,91,4.2,3
64,3,"True","Machu Picchu",4,1.3,3.97,98,4.6,3
27,3,"True","Colosseum",3,1.9,4.27,95,4,3
23,7,"True","Colosseum",5,1.7,1.6,88,4.5,3
22,6,"False","Colosseum",1,4.4,4.98,91,4.1,4
27,3,"True","Eiffel Tower",5,2.8,4.09,97,4.6,3
70,8,"True","Taj Mahal",6,3.5,4.88,92,5,4
34,5,"True","Taj Mahal",5,2.5,2,86,4.3,3
50,7,"False","Taj Mahal",3,1.2,3.46,100,4.6,3
40,7,"True","Taj Mahal",5,4.7,2.57,97,5,5
25,6,"True","Great Wall of China",5,1.3,2.45,97,4.2,3
45,7,"False","Eiffel Tower",4,1.4,4.47,98,4.4,3
64,5,"True","Great Wall of China",5,3.2,1.55,91,4,3
47,8,"True","Eiffel Tower",2,1.2,4.52,95,4,3
61,5,"True","Eiffel Tower",6,4.5,4.94,91,4.9,5
49,6,"True","Machu Picchu",2,1.5,4.39,87,4.9,3
25,6,"True","Colosseum",5,3.3,2.23,92,4.4,3
38,6,"False","Eiffel Tower",1,4.5,3.1,100,4.7,5
42,3,"True","Eiffel Tower",3,3,3.83,100,4.9,3
41,5,"True","Taj Mahal",1,3.3,4.03,96,4.1,3
40,3,"True","Taj Mahal",6,4.4,4.64,98,4.4,4
58,6,"False","Machu Picchu",3,2.8,2.59,95,4.9,3
22,5,"False","Machu Picchu",6,3.1,3.04,98,4.1,3
60,7,"True","Taj Mahal",2,2.5,2.37,96,4.3,3
65,3,"False","Eiffel Tower",8,4.9,4.7,87,4.4,5
24,5,"False","Colosseum",3,4.8,2.74,94,4.4,5
69,3,"True","Eiffel Tower",4,2.5,1.82,95,4.4,3
21,6,"True","Colosseum",3,2.8,4.34,99,4.8,3
42,8,"False","Colosseum",6,2.6,1.98,93,4.6,3
33,8,"True","Colosseum",1,4,4.83,100,4.3,4
35,4,"True","Machu Picchu",8,3.2,2.35,98,4.6,3
62,3,"True","Taj Mahal",7,1.6,3.58,89,4.2,3
26,6,"False","Colosseum",1,3.8,3.15,87,4.4,4
54,8,"False","Eiffel Tower",6,2.6,4.7,91,4.1,3
44,8,"False","Taj Mahal",6,4.3,4.15,92,4.6,4
33,6,"True","Taj Mahal",7,4,4.81,94,4,4
52,4,"True","Machu Picchu",3,1.6,4.86,87,4.5,3
60,5,"False","Taj Mahal",8,2.7,4.35,89,5,3
19,6,"False","Great Wall of China",7,2,4.4,90,4.2,3
23,5,"False","Great Wall of China",6,2.1,2.85,89,4.1,3
57,3,"False","Colosseum",5,2.4,3.65,95,4,3
32,8,"False","Machu Picchu",5,2.3,3.64,87,4.9,3
35,6,"False","Great Wall of China",2,1.4,4.2,94,4.6,3
63,7,"False","Taj Mahal",7,3.5,4.7,99,4.6,4
57,8,"True","Great Wall of China",8,4.2,3.17,87,4.3,4
55,5,"False","Eiffel Tower",5,1.7,1.55,96,4.3,3
29,7,"False","Eiffel Tower",5,3.8,1.55,92,4.5,4
39,6,"True","Taj Mahal",5,4.9,1.62,95,4.9,5
24,5,"False","Machu Picchu",6,4.2,3.15,86,4.4,4
50,8,"True","Machu Picchu",1,1.5,4.25,85,4.1,3
62,3,"True","Great Wall of China",4,2.3,3.42,93,5,3
33,7,"True","Eiffel Tower",3,4.4,2,96,5,4
51,8,"True","Great Wall of China",3,3.2,1.85,89,4.1,3
37,7,"True","Colosseum",3,1.6,3.85,93,4.8,3
67,7,"False","Machu Picchu",5,3.3,1.76,96,4.9,3
59,6,"True","Colosseum",4,2.4,2.9,85,4.3,3
59,4,"False","Machu Picchu",3,2.7,4.66,85,4.5,3
54,3,"False","Machu Picchu",2,4.6,1.66,87,4.4,5
33,8,"True","Machu Picchu",6,1.7,3.32,97,4,3
27,5,"True","Eiffel Tower",3,4.4,2.52,97,4.2,4
55,6,"False","Eiffel Tower",6,1.7,3.24,87,4.8,3
58,5,"False","Great Wall of China",4,4.7,1.61,91,4.1,5
27,8,"True","Taj Mahal",5,3.9,4.86,97,4.6,4
23,6,"False","Colosseum",1,4.7,3.36,95,4.9,5
48,3,"False","Machu Picchu",3,4.9,1.52,92,4.5,5
18,7,"True","Eiffel Tower",3,4.6,2.88,99,4.7,5
68,7,"True","Machu Picchu",3,2.8,2.33,87,4.7,3
41,5,"True","Colosseum",4,2.4,2.21,100,4.4,3
32,7,"True","Eiffel Tower",3,1.1,2.6,86,5,3
39,6,"True","Eiffel Tower",8,1.2,4.44,91,4.3,3
21,8,"True","Colosseum",3,2.9,1.76,85,4.7,3
39,4,"False","Eiffel Tower",5,1.6,3.18,89,4.2,3
68,7,"False","Taj Mahal",7,3.4,4.37,85,4.4,3
59,6,"False","Taj Mahal",7,3.9,2.77,88,4.8,4
61,8,"True","Eiffel Tower",5,3.2,2.9,91,4.9,3
61,6,"False","Great Wall of China",3,3.4,4.45,96,4.6,3
56,3,"True","Colosseum",8,4.5,3.12,94,4.5,5
35,6,"False","Machu Picchu",3,1.4,2.4,100,4,3
37,8,"False","Eiffel Tower",6,2.8,4.43,94,4.9,3
32,8,"False","Machu Picchu",8,1.6,2.35,85,4.7,3
42,4,"True","Eiffel Tower",3,3.8,2.38,98,4.6,4
69,4,"True","Taj Mahal",3,1.2,2.16,91,4.9,3
44,8,"False","Machu Picchu",6,2.4,3.98,87,4.2,3
64,8,"True","Taj Mahal",3,4,3.34,98,4.5,4
23,7,"False","Machu Picchu",3,3.6,3.63,88,4.6,4
69,3,"False","Taj Mahal",3,3.9,3.26,100,4.8,4
41,8,"True","Colosseum",2,3.6,3.95,91,4.7,4
62,5,"True","Taj Mahal",5,1.1,2.84,91,4.9,3
69,5,"False","Great Wall of China",9,4.7,3.14,99,4.1,5
19,6,"False","Colosseum",4,1.3,3.25,96,4.7,3
28,3,"True","Taj Mahal",3,1.7,2.54,94,4.3,3
51,5,"False","Great Wall of China",6,4.9,3.76,94,4.5,5
23,7,"False","Taj Mahal",6,1.2,1.72,89,4.5,3
34,7,"True","Machu Picchu",1,2.1,1.85,94,5,3
62,8,"True","Colosseum",6,1.3,2.84,85,4.7,3
40,8,"False","Machu Picchu",3,2.4,1.78,96,4.3,3
52,8,"True","Great Wall of China",7,1,4.86,99,4.2,3
59,6,"True","Eiffel Tower",7,4.5,2.1,99,4,5
51,6,"True","Great Wall of China",8,2.1,3.79,96,4.4,3
24,8,"False","Colosseum",6,1.4,1.59,94,4.7,3
48,3,"True","Colosseum",4,4,1.63,90,4.2,4
56,4,"True","Great Wall of China",3,3.4,2.92,96,4.6,3
58,4,"True","Taj Mahal",6,2.4,4.28,86,4.2,3
65,8,"True","Eiffel Tower",3,3.5,2.13,88,4.5,4
28,5,"False","Eiffel Tower",4,4.1,4.62,86,4,4
35,7,"True","Taj Mahal",6,2.3,4.35,91,4.3,3
45,6,"False","Great Wall of China",1,2,2.22,88,4.8,3
34,6,"False","Colosseum",3,4.2,1.86,99,4.5,4
50,4,"False","Eiffel Tower",1,3.9,2.53,94,4.2,4
47,8,"True","Taj Mahal",4,4.6,2.43,97,4.6,5
69,6,"False","Taj Mahal",3,2.6,2.7,87,4.1,3
28,7,"False","Machu Picchu",8,3.1,2.86,87,4.7,3
33,3,"True","Taj Mahal",4,4.1,3.11,96,4.3,4
39,5,"False","Colosseum",2,4.9,4.27,87,4.8,5
36,5,"False","Taj Mahal",1,2.7,4.25,90,4.3,3
65,6,"False","Taj Mahal",3,2,2.81,89,4.8,3
59,6,"False","Colosseum",5,3.6,2.72,97,5,4
42,4,"False","Eiffel Tower",2,4.3,3.55,89,4.9,4
38,4,"False","Taj Mahal",2,2.9,4.13,95,4.9,3
42,6,"True","Colosseum",3,1.4,2.28,100,4.8,3
57,3,"False","Eiffel Tower",5,4.1,1.53,85,4,4
37,7,"True","Eiffel Tower",1,3.6,3.54,89,4,4
19,5,"True","Great Wall of China",1,2.6,4.47,95,4.7,3
59,8,"False","Eiffel Tower",7,4.8,1.54,95,4.2,5
69,5,"False","Taj Mahal",6,2.7,4.22,90,4.4,3
25,6,"True","Great Wall of China",4,2.3,3.19,90,4.6,3
25,6,"True","Taj Mahal",5,4.4,3.47,88,4.9,4
52,5,"True","Machu Picchu",6,3.2,4.43,86,4.8,3
21,7,"True","Taj Mahal",7,2,4.4,91,4.3,3
55,5,"True","Taj Mahal",2,1.8,3.67,92,4.4,3
45,7,"False","Great Wall of China",3,3.3,4.73,95,4.4,3
24,5,"True","Colosseum",2,2.3,3.3,94,4.6,3
49,3,"False","Colosseum",5,2.7,1.66,93,4.6,3
36,3,"True","Machu Picchu",8,4.6,4.68,97,4.3,5
55,6,"True","Eiffel Tower",5,3.7,3.44,100,4.6,4
63,8,"True","Great Wall of China",1,1.9,3.1,95,4.4,3
30,3,"True","Great Wall of China",3,3.7,2.1,95,4.4,4
34,5,"False","Great Wall of China",4,4,3.2,98,5,4
21,8,"True","Great Wall of China",1,2.4,4.3,98,4.1,3
70,7,"True","Great Wall of China",6,3.4,1.52,87,4.4,3
47,5,"False","Machu Picchu",4,3.6,1.62,94,4.1,4
35,7,"False","Machu Picchu",4,3.8,2.79,97,4.1,4
36,7,"True","Colosseum",5,4.6,4.15,92,4.2,5
29,6,"False","Taj Mahal",4,3.3,1.91,93,4.3,3
27,3,"False","Great Wall of China",1,3,1.84,97,4.9,3
45,3,"False","Machu Picchu",7,5,3.18,87,4.2,5
65,5,"False","Eiffel Tower",6,1.1,4.92,97,4.6,3
39,5,"False","Taj Mahal",3,1.2,2.36,97,4,3
46,5,"True","Machu Picchu",2,4.3,2.32,88,4.7,4
60,4,"False","Machu Picchu",5,4,2.62,97,4.9,4
32,7,"False","Eiffel Tower",8,4,4.81,97,4.2,4
54,4,"True","Great Wall of China",3,4.1,2.53,96,4.6,4
31,8,"False","Eiffel Tower",6,2.5,1.93,99,4.5,3
22,4,"True","Great Wall of China",5,1.1,3.23,92,4.5,3
65,7,"True","Machu Picchu",3,2.9,3.42,99,4.8,3
58,6,"True","Colosseum",5,1.8,3.11,92,5,3
20,3,"True","Colosseum",3,1.5,4.09,90,4.1,3
51,7,"True","Machu Picchu",6,3.9,2.99,85,4.8,4
70,6,"True","Great Wall of China",3,1.2,1.55,91,4.6,3
18,4,"False","Taj Mahal",9,2.3,4.54,85,4.3,3
28,7,"True","Colosseum",4,1.5,3.66,95,4.8,3
25,3,"False","Great Wall of China",3,2.2,3.83,99,4.4,3
33,4,"True","Eiffel Tower",6,3.9,4.68,99,4.7,4
55,7,"True","Taj Mahal",6,1.4,2.09,98,4.5,3
53,7,"True","Colosseum",2,4.3,2.83,99,4.3,4
70,7,"True","Machu Picchu",2,3.2,2.5,88,4.6,3
30,5,"True","Colosseum",7,4.6,4.56,93,4.7,5
25,5,"False","Machu Picchu",5,3.5,2.58,93,4.6,4
33,5,"False","Colosseum",2,4.2,2.59,92,4.7,4
43,3,"False","Eiffel Tower",2,1.6,5,87,5,3
69,8,"False","Eiffel Tower",4,2.5,2.39,85,4.8,3
44,6,"True","Colosseum",4,3.7,2.07,88,4.3,4
64,6,"True","Eiffel Tower",1,2.6,2.52,97,4.9,3
32,6,"True","Machu Picchu",6,1.2,3.13,91,4.7,3
25,3,"False","Eiffel Tower",2,3.2,1.53,94,4.9,3
51,8,"False","Great Wall of China",4,3.6,1.86,95,4.3,4
38,4,"False","Colosseum",1,4.3,4.24,96,4,4
18,7,"False","Machu Picchu",2,4.9,2.67,90,4.7,5
62,3,"False","Colosseum",2,4.9,4.32,93,4.7,5
50,3,"False","Great Wall of China",4,1.6,2.21,86,4.8,3
52,4,"True","Taj Mahal",4,4.8,3.02,87,4.5,5
48,7,"False","Machu Picchu",2,4.6,3.95,98,4.6,5
39,6,"True","Machu Picchu",4,2.2,3.95,85,4.8,3
18,3,"False","Taj Mahal",6,2.2,3.8,91,4.7,3
39,4,"False","Great Wall of China",6,3.6,4.53,85,4.9,4
43,4,"True","Eiffel Tower",6,1.4,2.85,99,4.6,3
46,3,"True","Colosseum",4,2.6,4.07,99,4.8,3
68,7,"True","Machu Picchu",2,4.3,4.3,97,4.8,4
40,6,"False","Colosseum",5,2.2,2.56,86,4.8,3
56,6,"True","Eiffel Tower",2,4.5,4.39,89,4.7,5
46,3,"False","Machu Picchu",7,4.8,2.74,99,4.3,5
47,8,"True","Machu Picchu",4,4.9,3.49,92,4.6,5
44,7,"False","Machu Picchu",5,3.6,3.99,95,4.1,4
69,4,"True","Eiffel Tower",4,1.3,2.44,90,4.4,3
54,7,"True","Machu Picchu",6,1.4,2.56,87,4.2,3
45,4,"True","Colosseum",8,4.3,2.75,95,4,4
40,8,"True","Great Wall of China",7,4.7,2.79,95,4.4,5
57,8,"False","Great Wall of China",3,1.3,2.28,96,4.9,3
48,8,"False","Taj Mahal",5,3.4,3.62,99,4.8,3
